Date,CampaignID,Conversions,Event_Leads,Revenue_IDR
2024-01-01,TV_001,31.228093172799632,0,17617322
2024-01-02,TV_001,12.482833992233106,0,6599002
2024-01-03,TV_001,22.000822023223446,0,10898440
2024-01-05,TV_001,11.776879573697654,0,6174288
2024-01-06,TV_001,22.15537968232625,0,10772274
2024-01-07,TV_001,24.71586817409086,0,11917108
2024-01-09,TV_001,23.662413613683462,0,9631497
2024-01-10,TV_001,14.46057016392612,0,8556647
2024-01-13,TV_001,17.403484422514722,0,7461313
2024-01-14,TV_001,28.533195782077062,0,13836166
2024-01-15,TV_001,25.035084662358916,0,13934836
2024-01-16,TV_001,20.56880092717588,0,8332324
2024-01-19,TV_001,31.13170850851114,0,14137035
2024-01-20,TV_001,16.169315540848583,0,9675745
2024-01-22,TV_001,22.947220621160916,0,9926506
2024-01-24,TV_001,35.538140636865975,0,16699603
2024-01-25,TV_001,25.003397232891057,0,14059896
2024-01-27,TV_001,25.05278891619497,0,11629871
2024-01-28,TV_001,24.16557501739244,0,11584981
2024-01-29,TV_001,23.93162588995249,0,14086880
2024-01-30,TV_001,14.858207502294539,0,7556859
2024-01-31,TV_001,31.328787484105707,0,16327779
2024-02-01,TV_001,12.91203390598618,0,5810036
2024-02-02,TV_001,18.18997579865384,0,10336381
2024-02-03,TV_001,22.283316269727965,0,11216889
2024-02-04,TV_001,20.771246411493784,0,9264027
2024-02-06,TV_001,28.792441002764637,0,16349550
2024-02-08,TV_001,23.3933352374878,0,13379092
2024-02-09,TV_001,20.554335148809766,0,9340194
2024-02-11,TV_001,24.47233705406516,0,14333011
2024-02-12,TV_001,20.890576628567022,0,9974453
2024-02-13,TV_001,26.66287534994784,0,14682102
2024-02-15,TV_001,17.22598663886805,0,9163242
2024-02-16,TV_001,27.335505046320907,0,14253770
2024-02-17,TV_001,52.371250204496214,0,21928761
2024-02-18,TV_001,44.75484298193365,0,20723607
2024-02-20,TV_001,29.928795212084516,0,15439390
2024-02-21,TV_001,25.55300419696956,0,10609905
2024-02-22,TV_001,11.64544206248832,0,6654473
2024-02-23,TV_001,10.369923947646754,0,4771981
2024-02-24,TV_001,16.650543589012774,0,8369151
2024-02-26,TV_001,18.723644327700722,0,8747210
2024-02-28,TV_001,28.67927044718245,0,11918865
2024-02-29,TV_001,16.180021369966333,0,9492148
2024-03-02,TV_001,26.412537646594405,0,11290663
2024-03-06,TV_001,13.880046157333405,0,5690237
2024-03-07,TV_001,12.43891121543253,0,5245544
2024-03-08,TV_001,14.834541849486586,0,7962465
2024-03-09,TV_001,22.374637806107145,0,9522898
2024-03-10,TV_001,36.81992145596668,0,15367389
2024-03-11,TV_001,19.79883873317713,0,9676735
2024-03-12,TV_001,14.564032757724734,0,7791856
2024-03-14,TV_001,22.43781891446334,0,13421184
2024-03-15,TV_001,14.89938257734912,0,7686220
2024-03-16,TV_001,30.059210874073187,0,12506222
2024-03-19,TV_001,13.112935233554408,0,5390580
2024-03-23,TV_001,17.337914219646546,0,10112559
2024-03-24,TV_001,23.117988452770554,0,12142348
2024-03-25,TV_001,13.8556329362092,0,6750320
2024-03-26,TV_001,27.787588453412383,0,12337256
2024-03-27,TV_001,35.22725009647912,0,15429434
2024-04-01,TV_001,24.204645172078777,0,9781075
2024-04-05,TV_001,18.663957916157642,0,8042990
2024-04-06,TV_001,19.1149012045651,0,10524498
2024-04-07,TV_001,11.35307314527362,0,6777026
2024-04-08,TV_001,17.12579750370535,0,7508978
2024-04-09,TV_001,32.0857721931261,0,14350747
2024-04-10,TV_001,27.05850907611857,0,12474888
2024-04-12,TV_001,17.78037771561902,0,7727689
2024-04-13,TV_001,14.860756481858866,0,7802678
2024-04-15,TV_001,22.453788508062114,0,10151857
2024-04-16,TV_001,26.538640200414815,0,13157104
2024-04-17,TV_001,26.483726430726833,0,13179038
2024-04-18,TV_001,15.109797040577007,0,8387970
2024-04-20,TV_001,13.612608614419903,0,7638847
2024-04-23,TV_001,9.150904284649524,0,5388871
2024-04-24,TV_001,20.428807458301193,0,11507201
2024-04-25,TV_001,14.56141850605519,0,5941638
2024-04-26,TV_001,36.15146913472658,0,16174669
2024-04-27,TV_001,29.797158126987828,0,15118996
2024-04-29,TV_001,19.828000017568773,0,10690502
2024-04-30,TV_001,27.742655065509275,0,14258430
2024-05-02,TV_001,14.988876887097758,0,7315409
2024-05-03,TV_001,26.276419902627687,0,14286299
2024-05-05,TV_001,33.63033098621673,0,16993730
2024-05-06,TV_001,25.489190245961577,0,14245045
2024-05-08,TV_001,17.552835977087483,0,7270696
2024-05-10,TV_001,15.945594461853277,0,9154143
2024-05-13,TV_001,23.032850769432002,0,11984986
2024-05-15,TV_001,29.738080629123512,0,14952557
2024-05-16,TV_001,,0,5079578
2024-05-17,TV_001,34.76420196783596,0,17568428
2024-05-18,TV_001,27.75228405078303,0,14783556
2024-05-19,TV_001,37.15965028874108,0,16381574
2024-05-20,TV_001,20.053357029462294,0,11251918
2024-05-21,TV_001,29.002085044020586,0,14818752
2024-05-22,TV_001,26.941805949552172,0,12053134
2024-05-23,TV_001,20.704380980026187,0,10998646
2024-05-25,TV_001,14.974946122232055,0,7392126
2024-05-26,TV_001,34.09679278225454,0,15217858
2024-05-28,TV_001,12.0570221879095,0,6207853
2024-05-29,TV_001,39.9464655681131,0,17816270
2024-05-30,TV_001,15.960677505050523,0,9345903
2024-05-31,TV_001,22.140040070370095,0,12410115
2024-06-02,TV_001,18.33037966349439,0,8937338
2024-06-04,TV_001,32.9965746240532,0,17457509
2024-06-05,TV_001,27.90163543219352,0,15254184
2024-06-07,TV_001,25.407914428976362,0,10377756
2024-06-08,TV_001,33.78358109983503,0,14563014
2024-06-09,TV_001,42.66372296131316,0,22448799
2024-06-10,TV_001,21.62320390607495,0,9569662
2024-06-11,TV_001,24.037509882745066,0,12040580
2024-06-13,TV_001,25.620658902689637,0,10537796
2024-06-14,TV_001,13.742761673631978,0,6538882
2024-06-17,TV_001,23.36748339765387,0,11848568
2024-06-18,TV_001,10.041264342198517,0,5966134
2024-06-20,TV_001,18.88278137731793,0,10586669
2024-06-23,TV_001,24.29779107790673,0,12912980
2024-06-28,TV_001,26.80858093912044,0,14678100
2024-06-29,TV_001,26.0700680112044,0,11439972
2024-06-30,TV_001,20.90690883399924,0,10247640
2024-07-01,TV_001,12.495162440782693,0,7281163
2024-07-03,TV_001,27.56726300206326,0,14923526
2024-07-05,TV_001,13.50932819201571,0,6535748
2024-07-06,TV_001,31.804156681215346,0,15856725
2024-07-07,TV_001,17.309930636780326,0,10119633
2024-07-08,TV_001,36.82246786279477,0,15824674
2024-07-10,TV_001,23.627988964187082,0,14155363
2024-07-11,TV_001,29.635557835459053,0,13718012
2024-07-12,TV_001,34.32450410693738,0,17135868
2024-07-13,TV_001,23.286658835019942,0,10485091
2024-07-14,TV_001,18.650719900982217,0,9692369
2024-07-15,TV_001,19.76472830141897,0,10259458
2024-07-16,TV_001,15.201960871467177,0,7665409
2024-07-17,TV_001,22.981917166713167,0,9756868
2024-07-18,TV_001,20.965560573168954,0,10712349
2024-07-19,TV_001,29.071768892013484,0,13121939
2024-07-20,TV_001,14.203229213272774,0,8119099
2024-07-21,TV_001,19.832685693257076,0,10765870
2024-07-22,TV_001,21.69479354067,0,8688802
2024-07-23,TV_001,19.639681677654877,0,9952774
2024-07-24,TV_001,13.549040733656353,0,7275242
2024-07-25,TV_001,23.906516499131545,0,11155303
2024-07-26,TV_001,15.023237752970656,0,8528221
2024-07-27,TV_001,20.406201639934412,0,10153888
2024-07-28,TV_001,35.89422937283338,0,17331758
2024-07-30,TV_001,13.51809148170279,0,5972521
2024-08-01,TV_001,15.947981647599685,0,6533387
2024-08-02,TV_001,21.852585151253184,0,10390444
2024-08-03,TV_001,17.879941193034888,0,10192802
2024-08-04,TV_001,,0,8855788
2024-08-05,TV_001,31.641264336996088,0,13257229
2024-08-06,TV_001,29.395027845852137,0,14885949
2024-08-10,TV_001,17.967731024342793,0,10256903
2024-08-11,TV_001,20.677589773342397,0,11792026
2024-08-12,TV_001,20.540991926056304,0,10385296
2024-08-13,TV_001,13.631976486715388,0,5659663
2024-08-14,TV_001,20.094610723104246,0,8283679
2024-08-15,TV_001,25.25153332607977,0,10642978
2024-08-17,TV_001,,0,19109102
2024-08-19,TV_001,18.051964547283845,0,10820980
2024-08-23,TV_001,26.40941755627636,0,12604207
2024-08-24,TV_001,37.96855089286216,0,17777883
2024-08-25,TV_001,37.90428385162721,0,18633864
2024-08-26,TV_001,30.916012741390396,0,15985503
2024-08-27,TV_001,32.1392320901545,0,16104118
2024-08-28,TV_001,20.920980234733666,0,10935456
2024-08-30,TV_001,16.56896532712492,0,8387805
2024-08-31,TV_001,32.40878968873359,0,17456080
2024-09-02,TV_001,,0,8870467
2024-09-03,TV_001,24.320820558454916,0,12108006
2024-09-04,TV_001,19.354956728569782,0,8411182
2024-09-05,TV_001,23.18839283184351,0,11304104
2024-09-06,TV_001,25.548996860483527,0,14288451
2024-09-07,TV_001,23.070913155759918,0,10507292
2024-09-08,TV_001,32.47595852275011,0,18748698
2024-09-09,TV_001,19.894143763984612,0,11778931
2024-09-10,TV_001,34.46255504204293,0,15446827
2024-09-11,TV_001,31.08660544607382,0,17287729
2024-09-12,TV_001,17.964002175243333,0,10540803
2024-09-14,TV_001,33.380872165247936,0,13731072
2024-09-15,TV_001,28.669328176087195,0,13091847
2024-09-19,TV_001,13.882136975690536,0,7857751
2024-09-20,TV_001,33.11572853407796,0,17769608
2024-09-21,TV_001,25.921372819217936,0,13468860
2024-09-23,TV_001,18.127338291649984,0,9066029
2024-09-25,TV_001,17.40045149154647,0,8936009
2024-09-26,TV_001,,0,10858258
2024-09-27,TV_001,24.104774049770512,0,11398306
2024-09-28,TV_001,28.14647101905128,0,16580322
2024-09-29,TV_001,35.54179153264119,0,16998773
2024-09-30,TV_001,31.518179834026004,0,18902083
2024-10-01,TV_001,37.53029388065973,0,15362137
2024-10-02,TV_001,,0,7242588
2024-10-03,TV_001,9.876387362109924,0,5788377
2024-10-04,TV_001,17.057692331471415,0,9313801
2024-10-05,TV_001,15.118139398109276,0,8910381
2024-10-06,TV_001,21.236178430482877,0,11703292
2024-10-07,TV_001,18.805514594731022,0,8023192
2024-10-08,TV_001,,0,9183303
2024-10-09,TV_001,15.155643352124228,0,6377043
2024-10-10,TV_001,18.868857482771524,0,9368109
2024-10-14,TV_001,29.268197724985665,0,13031340
2024-10-16,TV_001,11.253179630564343,0,5506068
2024-10-17,TV_001,25.14948721025185,0,13777257
2024-10-19,TV_001,16.141886808777887,0,9324500
2024-10-20,TV_001,42.111028334958405,0,17171218
2024-10-21,TV_001,20.030525919018235,0,9194272
2024-10-22,TV_001,31.377020439650874,0,13910133
2024-10-24,TV_001,9.195464879928,0,5377562
2024-10-25,TV_001,15.355675673258355,0,8064377
2024-10-27,TV_001,17.50811434908514,0,9693888
2024-10-29,TV_001,26.758687079874,0,13803945
2024-10-30,TV_001,31.661758934271177,0,16884236
2024-10-31,TV_001,23.345839940532834,0,12738887
2024-11-01,TV_001,27.08963124252071,0,12676693
2024-11-02,TV_001,31.55357732409067,0,12625788
2024-11-03,TV_001,36.67029353889836,0,18638028
2024-11-04,TV_001,24.308106821918756,0,10393396
2024-11-06,TV_001,19.306255009091256,0,9997031
2024-11-09,TV_001,14.028017217202501,0,7855538
2024-11-10,TV_001,29.08204483740794,0,11992278
2024-11-12,TV_001,12.320664702997135,0,5368112
2024-11-13,TV_001,26.005635797164874,0,10627606
2024-11-15,TV_001,18.930417098974868,0,8586928
2024-11-16,TV_001,36.38791349881291,0,16402956
2024-11-17,TV_001,13.516449219487551,0,7782715
2024-11-20,TV_001,29.193544342703667,0,14176282
2024-11-21,TV_001,16.115617017667425,0,9168522
2024-11-22,TV_001,30.43856201503391,0,14925996
2024-11-23,TV_001,33.651370601927624,0,19855707
2024-11-24,TV_001,46.82283659603735,0,20634899
2024-11-25,TV_001,33.42588881111383,0,17019120
2024-11-27,TV_001,21.67708572680693,0,12094261
2024-11-28,TV_001,23.65029622804359,0,11565189
2024-11-29,TV_001,17.370908994875947,0,9484122
2024-11-30,TV_001,24.50044503140277,0,12649758
2024-12-01,TV_001,13.650934805189728,0,6013808
2024-12-03,TV_001,30.014425833953357,0,13881183
2024-12-04,TV_001,23.660518470808444,0,11651189
2024-12-05,TV_001,29.54914105029582,0,12484816
2024-12-06,TV_001,19.298079757203684,0,10479813
2024-12-07,TV_001,25.257618735876093,0,12527127
2024-12-08,TV_001,13.819289000640527,0,6094393
2024-12-09,TV_001,20.91002968496837,0,8750972
2024-12-12,TV_001,19.688933806108736,0,10269330
2024-12-13,TV_001,24.557966356607782,0,12248403
2024-12-14,TV_001,36.82935154958134,0,19278693
2024-12-15,TV_001,27.036447338127008,0,10946344
2024-12-16,TV_001,25.8860042194868,0,13480934
2024-12-21,TV_001,31.596002431669834,0,12766879
2024-12-22,TV_001,43.243380567538225,0,19461257
2024-12-23,TV_001,20.169675813901915,0,12007142
2024-12-25,TV_001,11.25583452208241,0,5842040
2024-12-28,TV_001,23.703372003291253,0,13418512
2024-12-29,TV_001,21.61820541627932,0,10828496
2024-12-30,TV_001,18.681365921349975,0,9284492
2025-01-01,TV_001,17.73753403945714,0,8225512
2025-01-02,TV_001,13.777841230436373,0,8169392
2025-01-05,TV_001,30.409777455074362,0,12173586
2025-01-07,TV_001,19.623761352061152,0,10203037
2025-01-08,TV_001,23.030944036892706,0,9351206
2025-01-10,TV_001,10.148667825550548,0,5942830
2025-01-13,TV_001,9.765908533502902,0,4513809
2025-01-15,TV_001,13.443037992921235,0,6565163
2025-01-17,TV_001,21.964303972215532,0,10254886
2025-01-18,TV_001,22.945123985541386,0,10526210
2025-01-20,TV_001,8.587872665557217,0,3674541
2025-01-21,TV_001,12.93310385655376,0,7698439
2025-01-22,TV_001,21.836324319352066,0,12349154
2025-01-24,TV_001,17.910797749584233,0,8746208
2025-01-25,TV_001,18.716234870740692,0,8935030
2025-01-26,TV_001,11.768028156822375,0,5965277
2025-01-27,TV_001,7.702087806377211,0,4316124
2025-01-28,TV_001,10.193004770393646,0,4796291
2025-01-29,TV_001,26.352849939633895,0,11769377
2025-01-31,TV_001,17.324618917897816,0,8018296
2025-02-02,TV_001,32.28114611492146,0,14272730
2025-02-03,TV_001,20.609901826054113,0,9070282
